customerID,Gender,PinCode,store_code,till_no,transaction_number_by_till,promo_code,product_code,sale_price_after_promo,discountUsed,Age,Week,Month
2041210,1,999999.0,2655,10,20365,1069382.0,108040056,62.7,23,43.0,53,12
2041210,1,999999.0,2655,5,55198,0.0,108004399,20.0,23,43.0,37,9
2041215,2,452001.0,2655,9,23418,0.0,108019975,65.0,23,48.0,1,1
2041224,1,999999.0,2655,2,70563,0.0,100105102,35.49,23,41.0,11,3
2041232,2,452001.0,2655,2,23487,0.0,108037537,266.25,23,43.0,23,6
2041248,2,453441.0,2655,12,17742,0.0,300785150,6.0,23,46.0,49,12
2041254,1,452001.0,2655,6,79977,0.0,1000541353,99.0,23,37.0,38,9
2041254,1,452001.0,2655,5,56233,0.0,300705601,280.0,23,37.0,38,9
2041291,2,452001.0,2655,4,82867,1165339.0,300535523,145.0,23,43.0,32,8
2041303,2,999999.0,2655,8,13143,1039150.0,108028900,63.75,23,69.0,45,11
2041312,2,452001.0,2655,6,33761,0.0,108004592,5012.0,23,32.0,4,1
2041341,1,452011.0,2906,4,12219,0.0,300360644,121.64,23,45.0,24,6
2041341,1,452011.0,2906,4,36975,0.0,108100331,8.4,23,45.0,46,11
2041352,1,999999.0,2906,3,31643,0.0,300776409,3.0,23,27.0,42,10
2041364,0,456010.0,2655,4,52148,0.0,108100382,17.71,23,29.0,16,4
2041376,2,999999.0,2655,4,36793,0.0,108000537,80.68,23,45.0,11,3
2041378,2,452001.0,2655,2,1551,1275747.0,108037568,147.92,23,46.0,14,4
2041398,2,455001.0,2655,4,50223,0.0,108100382,8.48,23,59.0,17,4
2041400,2,452010.0,2655,2,55759,1087868.0,300980417,69.0,23,59.0,4,1
2041404,2,452018.0,2655,6,18898,0.0,300963413,30.0,23,40.0,46,11
2041442,2,452006.0,2655,7,61758,1177877.0,1000135637136,266.34,23,60.0,38,9
2041445,1,452016.0,2655,4,43994,5030.0,300519306,52.9,23,53.0,12,3
2041463,1,352003.0,2906,3,13132,0.0,1000446611,20.0,23,31.0,26,6
2041468,1,452007.0,2906,7,45805,1225163.0,1000086571,153.75,23,36.0,51,12
2041478,2,456010.0,2655,7,75005,1215629.0,1000118006,35.0,23,77.0,50,12
2041486,1,452011.0,2655,6,23957,0.0,301018442,44.0,23,38.0,17,4
2041531,2,452002.0,2655,8,72049,0.0,1000309642,2736.0,23,58.0,4,1
2041537,2,452016.0,2655,13,6375,0.0,300066478,22.0,23,63.0,39,9
2041543,1,452001.0,2655,13,3611,0.0,300963294,60.0,23,41.0,35,8
2041546,2,999999.0,2655,3,15157,0.0,1000144843,349.0,23,35.0,49,12
2041548,2,452001.0,2655,2,62531,0.0,1000662770,0.01,23,40.0,50,12
2041557,2,326530.0,2906,19,76902,1286089.0,1000684416,138.0,23,34.0,20,5
2041567,2,452001.0,2906,4,50150,0.0,108100296,14.0,23,41.0,52,12
2041575,2,999999.0,2906,4,17092,0.0,108020477,15.0,23,65.0,35,9
2041578,2,456010.0,2906,12,17397,0.0,1000506208,60.0,23,41.0,34,8
2041578,2,456010.0,2655,11,54041,1166050.0,108017245,81.0,23,41.0,32,8
2041582,1,999999.0,2655,11,258,0.0,300035667,55.0,23,63.0,32,8
2041583,2,452001.0,2655,4,31976,0.0,108016186,154.0,23,47.0,5,2
2041586,1,452001.0,2906,14,45128,0.0,530006453,489.0,23,46.0,13,3
2041610,2,999999.0,2655,6,28646,1072310.0,1000001320,218.64,23,52.0,53,1
2041663,2,452001.0,2906,9,1708,1130767.0,108032209,115.0,23,51.0,18,5
2041665,1,452001.0,2906,8,30572,0.0,300926795,10.0,23,30.0,50,12
2041667,2,452001.0,2655,13,3765,0.0,1000186357,35.0,23,39.0,35,8
2041676,1,452001.0,2655,5,3975,0.0,108100331,23.01,23,69.0,35,8
2041680,1,452013.0,2906,7,43026,0.0,108100306,7.38,23,53.0,49,12
2041684,1,452010.0,2655,15,34885,0.0,300980132,125.0,23,47.0,4,1
2041686,1,452010.0,2655,2,91787,0.0,1000531391,85.0,23,34.0,10,3
2041701,1,452001.0,2906,18,10049,0.0,1000446492,52.0,23,40.0,37,9
2041716,2,999999.0,2655,9,22038,0.0,108005676,17.5,23,27.0,53,1
2041735,2,999999.0,2906,11,59650,1294889.0,300599199,55.55,23,27.0,23,6
2041740,2,452001.0,2655,6,30955,0.0,108000518,34.0,23,33.0,2,1
2041749,2,999999.0,2906,5,19473,0.0,108005676,34.0,23,47.0,31,8
2041797,2,999999.0,2655,6,52657,0.0,108100306,5.85,23,53.0,17,4
2041801,2,452005.0,2655,7,10446,0.0,300785148,4.0,23,44.0,42,10
2041805,2,452001.0,2655,13,54173,0.0,1000088418,55.0,23,32.0,2,1
2041811,2,452001.0,2655,13,22805,1079552.0,300942704,109.0,23,33.0,3,1
2041817,1,452018.0,2655,4,45865,4130.0,300335590,112.78,23,48.0,15,4
2041835,2,453331.0,2655,2,57810,0.0,300646053,137.5,23,31.0,5,2
2041873,2,452001.0,2655,2,99375,0.0,300970616,40.0,23,27.0,14,4
2041918,2,452001.0,2655,8,20822,0.0,300785147,2.0,23,40.0,52,12
2041942,1,452016.0,2906,14,18401,0.0,1000609658,0.01,23,66.0,39,10
2041951,2,452010.0,2655,2,80029,0.0,1000218533,33.0,23,45.0,6,2
2041951,2,452010.0,2655,5,18358,0.0,300236012,170.0,23,45.0,49,12
2041967,1,452001.0,2655,2,91212,0.0,300160178,160.0,23,31.0,10,3
2041988,2,452010.0,2655,8,8491,996082.0,1000157061019,139.5,23,39.0,40,10
2042009,1,999999.0,2655,7,99019,0.0,300455123,192.0,23,56.0,21,5
2042009,1,999999.0,2655,7,99019,0.0,108023044,178.0,23,56.0,21,5
2042072,1,452001.0,2655,3,6297,0.0,108000627,120.0,23,40.0,39,9
2042090,1,452001.0,2906,9,69113,0.0,830015169,349.0,23,27.0,24,6
2042090,1,452001.0,2655,2,88285,0.0,108000628,44.0,23,27.0,9,3
2042092,2,999999.0,2906,5,31079,0.0,1000203602,50.0,23,38.0,42,10
2042100,2,472001.0,2906,12,27088,1196585.0,1000256271,149.5,23,59.0,43,10
2042105,1,452001.0,2655,7,26586,1078666.0,1000482624,299.0,23,60.0,3,1
2042112,2,452001.0,2655,9,42667,0.0,108100362,10.79,23,53.0,23,6
2042147,2,999999.0,2655,2,90345,1259216.0,1000196898,60.0,23,53.0,10,3
2042156,2,452008.0,2655,4,2164,0.0,530000111,29.16,23,30.0,44,11
2042156,2,452008.0,2655,6,55344,0.0,1000088447,150.0,23,30.0,18,5
2042156,2,452008.0,2655,2,72914,0.0,108022029,115.0,23,30.0,12,3
2042160,1,999999.0,2615,4,55543,0.0,108013754,82.0,23,40.0,30,7
2042162,2,751024.0,2655,11,26629,0.0,1000438037,32.0,23,42.0,4,1
2042197,2,713101.0,2655,10,11329,1037493.0,300497842,105.0,23,37.0,43,10
2042213,2,999999.0,2655,10,41890,0.0,1000123958,150.0,23,33.0,22,6
2042218,1,831018.0,2655,9,50872,0.0,100104014,150.0,23,44.0,33,8
2042220,2,735202.0,2655,8,6613,0.0,300374464,235.2,23,53.0,38,9
2042239,1,600091.0,2655,8,32577,0.0,108100298,20.98,23,35.0,9,2
2042283,2,625016.0,4986,16,82226,1074547.0,1000000273,455.0,23,37.0,53,1
2042283,2,625016.0,4986,16,39565,0.0,108021486,45.0,23,37.0,23,6
2042340,2,999999.0,4986,11,1212,0.0,108100276,8.61,23,36.0,28,7
2042349,1,624302.0,4986,11,19829,0.0,108035053,115.0,23,31.0,35,9
2042363,2,626001.0,4986,19,76265,0.0,108100296,35.0,23,66.0,1,1
2042373,2,999999.0,3692,7,63348,1213777.0,1000155818,118.75,23,39.0,47,11
2042395,2,492001.0,2906,14,48398,1273974.0,1000609064,128.0,23,33.0,15,4
2042403,2,834002.0,2655,1,4843,0.0,1000493969002,99.0,23,60.0,39,9
2042406,2,627657.0,4986,8,19565,1226966.0,108026143,147.25,23,37.0,52,12
2042418,1,600083.0,4986,22,3247,966514.0,1000268511,375.0,23,29.0,33,8
2042440,2,144005.0,2615,10,50054,0.0,108007709,24.0,23,26.0,31,8
2042441,2,700056.0,2615,13,52905,0.0,1000542904005,399.0,23,29.0,37,9
2042443,2,144001.0,2655,1,74518,1258499.0,1000089319,355.0,23,28.0,13,3
2042450,1,474001.0,2655,9,25213,0.0,108100328,15.9,23,29.0,3,1
2042464,0,482008.0,3692,5,19973,0.0,300528030,36.0,23,49.0,5,2
2042564,1,999999.0,4986,6,54632,1043989.0,1000251735003,669.33,23,43.0,46,11
2042570,2,144001.0,2906,12,49868,0.0,102065761,100.0,23,54.0,7,2
2042575,1,121003.0,2655,8,73540,0.0,300776411,7.0,23,36.0,5,2
2042578,1,999999.0,2906,10,5049,0.0,300785148,4.0,23,66.0,23,6
2042598,1,110070.0,2655,7,18569,0.0,108100325,8.42,23,56.0,50,12
2042601,2,999999.0,2655,12,7587,0.0,108100373,37.66,23,64.0,40,10
2042605,2,110070.0,3692,1,93609,0.0,300183686,240.0,23,69.0,22,6
2042640,2,141007.0,3692,7,79324,0.0,300812356,45.0,23,44.0,6,2
2042727,2,452001.0,2655,6,8448,0.0,108100379,10.8,23,29.0,39,9
2042727,2,452001.0,2655,4,88218,0.0,108100296,17.0,23,29.0,35,9
2042764,2,151205.0,3692,1,68464,0.0,1000573203,90.0,23,48.0,4,1
2042768,2,201307.0,2906,4,6919,1156218.0,1000441210005,749.5,23,35.0,28,7
2042806,1,110032.0,2906,7,43169,1214448.0,1000474761,210.0,23,47.0,49,12
2042814,1,453331.0,2655,14,48764,0.0,1000148621,125.0,23,32.0,10,3
2042864,2,226016.0,2615,10,9773,1294676.0,108035055,115.0,23,47.0,23,6
2042874,2,110008.0,2655,2,21530,1166112.0,1000110676,270.0,23,30.0,32,8
2042907,2,151001.0,2615,3,26614,5050.0,300973984,28.89,23,37.0,8,2
2042965,2,452002.0,2655,13,13513,1029592.0,300027796,99.0,23,53.0,46,11
2042971,1,999999.0,2655,2,398,0.0,108100197,98.65,23,49.0,14,4
2042972,1,999999.0,2655,14,27562,1143398.0,108031969,142.0,23,37.0,22,6
2043012,2,452001.0,2906,12,72013,0.0,1000732964,20.0,23,51.0,22,5
2043027,2,452007.0,2906,6,59038,0.0,108015124,10.0,23,63.0,16,4
2043032,2,452006.0,2655,6,85922,1189460.0,300460343,255.0,23,43.0,42,10
2043050,0,999999.0,2655,4,36296,0.0,108100278,19.67,23,37.0,8,2
2043057,1,452001.0,2655,8,21508,0.0,108100319,15.08,23,64.0,52,12
2043082,2,452001.0,2655,12,35790,0.0,1000096680,34.0,23,24.0,15,4
2043082,2,452001.0,2655,4,74780,0.0,1000010413,96.0,23,24.0,28,7
2043102,2,999999.0,2906,2,4197,0.0,1000527793,20.0,23,58.0,22,6
2043115,2,452010.0,2655,2,66012,5040.0,1000167903,101.16,23,49.0,9,3
2043139,0,301001.0,2655,12,21174,0.0,300043603,8.0,23,63.0,53,12
2043139,0,301001.0,2655,9,33617,5045.0,300938018,221.65,23,63.0,13,3
2043157,2,173025.0,3692,5,49935,0.0,1000203563,15.0,23,40.0,28,7
2043223,2,999999.0,4986,25,8201,0.0,300356445,37.29,23,28.0,52,12
2043223,2,999999.0,4986,10,86977,0.0,108010243,135.0,23,28.0,13,4
2043300,2,395004.0,2906,5,1692,1133910.0,108027348,99.0,23,26.0,18,5
2043310,2,452005.0,2655,10,43822,0.0,1000497908003,499.0,23,37.0,24,6
2043326,1,625203.0,4986,11,56641,0.0,300145512,48.0,23,35.0,4,1
2043330,2,457001.0,2655,8,87903,1283170.0,108010135,37.8,23,24.0,18,5
2043333,2,452001.0,2655,10,64070,0.0,108017245,48.0,23,30.0,6,2
2043334,2,452009.0,2906,10,49443,0.0,300791438,564.0,23,42.0,9,3
2043354,2,452016.0,2906,1,3229,0.0,1000077084,24.0,23,39.0,20,5
2043355,2,452009.0,2655,3,28894,0.0,300987847,30.0,23,29.0,30,7
2043357,2,400065.0,2655,5,70468,0.0,300776411,7.0,23,38.0,3,1
2043357,2,400065.0,2655,7,22809,1071743.0,1000074566,99.0,23,38.0,53,1
2043398,1,452001.0,2906,10,54165,0.0,1000455815,12.0,23,36.0,12,3
2043403,1,452010.0,2655,7,73821,1217154.0,1000652761,0.0,23,46.0,49,12
2043403,1,452010.0,2655,11,80640,0.0,1000646078,30.0,23,46.0,7,2
2043403,1,452010.0,2655,11,80640,0.0,1000564585,390.0,23,46.0,7,2
2043403,1,452010.0,2655,12,65079,1233283.0,300670040,601.6,23,46.0,2,1
2043430,2,999999.0,2655,2,32481,0.0,300785148,4.0,23,45.0,36,9
2043450,2,452007.0,2906,6,24245,0.0,300825596,38.0,23,50.0,42,10
2043459,1,452001.0,2906,2,50849,0.0,108027976,105.0,23,29.0,19,5
2043463,1,999999.0,2655,2,53242,0.0,1000017782,220.0,23,32.0,3,1
2043469,2,452009.0,2906,8,46164,0.0,108012040,99.0,23,31.0,13,4
2043472,1,452016.0,2655,13,38154,0.0,1000494206,49.0,23,39.0,29,7
2043489,2,452004.0,2655,1,24694,1069319.0,1000225836001,314.37,23,51.0,53,12
2043514,2,999999.0,2906,5,44718,0.0,300205252,20.0,23,36.0,2,1
2043557,2,452001.0,2655,10,1265,0.0,300645627,110.0,23,38.0,33,8
2043577,1,999999.0,2655,13,8004,0.0,108008866,184.0,23,28.0,41,10
2043600,1,452001.0,2906,10,4366,0.0,108043772,190.0,23,41.0,22,6
2043611,1,452014.0,2906,6,34788,0.0,300776411,7.0,23,43.0,51,12
2043635,1,452014.0,2655,18,29374,0.0,1000203583,30.0,23,46.0,44,11
2043640,1,452009.0,2906,10,7509,0.0,300024993,100.0,23,62.0,26,6
2043667,2,431001.0,2655,5,70011,0.0,500096181,130.0,23,46.0,2,1
2043667,2,431001.0,2906,10,18942,0.0,300176422,140.0,23,46.0,34,8
2043683,0,454001.0,2655,4,65276,0.0,208001962,51.8,23,24.0,25,6
2043684,1,999999.0,2655,5,36322,1115885.0,300053834,114.0,23,31.0,15,4
2043690,2,452001.0,2655,4,52106,0.0,300785150,12.0,23,34.0,16,4
2043690,2,452001.0,2655,17,22066,1282899.0,1000334998,110.0,23,34.0,17,4
2043745,1,452002.0,2655,12,43343,0.0,300785150,6.0,23,32.0,26,6
2043763,1,999999.0,2655,6,67967,1154622.0,108019968,80.1,23,45.0,27,7
2043778,1,999999.0,2906,8,48402,1276523.0,1000646347018,352.91,23,34.0,15,4
2043831,1,452001.0,2655,5,69008,0.0,300509422,24.0,23,49.0,1,1
2043833,1,452002.0,2655,6,63418,0.0,300070102,17.15,23,26.0,24,6
2043833,1,452002.0,2655,14,6337,0.0,108100331,38.76,23,26.0,40,10
2043839,2,452001.0,2906,4,10605,0.0,108100308,16.32,23,50.0,24,6
2043894,2,452001.0,2655,5,89506,0.0,108044071,60.0,23,40.0,22,6
2043901,2,452001.0,2655,11,88979,0.0,108100124,59.15,23,38.0,18,5
2043907,1,452008.0,2655,7,1017,1302419.0,108037568,75.0,23,41.0,23,6
2043907,1,452008.0,2655,4,77333,0.0,1000099819,40.0,23,41.0,29,7
2043925,2,452004.0,2655,7,51699,0.0,108100382,42.08,23,31.0,29,7
2043959,2,452001.0,2655,4,45391,1272343.0,1000585575004,149.5,23,39.0,15,4
2043965,1,999999.0,2906,5,65646,0.0,108100335,35.51,23,45.0,26,6
2043993,2,560011.0,4986,13,29496,0.0,300158417,27.0,23,34.0,5,2
2044007,2,625010.0,4986,11,76308,0.0,1000443242,20.0,23,36.0,4,1
2044012,2,560083.0,4986,8,31983,0.0,1000172186,46.0,23,34.0,7,2
2044081,2,452007.0,2655,4,48434,0.0,108011718,65.0,23,60.0,16,4
2044107,2,999999.0,2655,7,87945,0.0,300776410,5.0,23,35.0,9,3
2044108,2,452016.0,2655,4,65679,0.0,300785148,8.0,23,53.0,23,6
2044112,1,999999.0,2655,2,92310,0.0,108100278,8.4,23,26.0,11,3
2044146,2,999999.0,2655,4,9126,0.0,300481673,67.0,23,28.0,48,12
2044148,2,452001.0,2906,13,45876,0.0,1000148401,190.0,23,49.0,16,4
2044186,1,492001.0,2655,11,93086,1302226.0,108002302,57.6,23,40.0,23,6
2044205,1,452009.0,2906,4,79205,0.0,1000452812,35.0,23,56.0,12,3
2044217,2,452001.0,2655,9,78589,0.0,108100330,9.74,23,45.0,15,4
2044224,1,452010.0,2655,4,58252,0.0,108100306,5.6,23,33.0,20,5
2044224,1,452010.0,2655,5,86343,0.0,1000125413,250.0,23,33.0,19,5
2044271,2,999999.0,2655,4,71092,1143455.0,301018857,169.0,23,25.0,26,6
2044300,1,452001.0,2655,2,33822,0.0,1000214570,160.0,23,25.0,37,9
2044355,2,452002.0,2655,6,9008,0.0,300616592,50.0,23,28.0,39,9
2044362,2,452010.0,2655,9,82979,0.0,1000638453006,499.0,23,36.0,22,5
2044370,1,452001.0,2655,4,26847,0.0,1000139353003,398.0,23,35.0,2,1
2044374,2,452014.0,2655,11,84459,1268287.0,300825747,30.0,23,56.0,12,3
2044377,2,999999.0,2906,2,52944,0.0,300840018,14.0,23,67.0,21,5
2044400,2,452006.0,2906,9,6502,1128306.0,1000348153,99.0,23,35.0,21,5
2044404,2,410014.0,2615,10,60869,0.0,1000218982006,98.0,23,34.0,40,10
2044411,2,452006.0,2906,9,21155,1167288.0,300960484,1299.0,23,34.0,33,8
2044418,2,411028.0,2655,7,30502,0.0,108017702,80.0,23,36.0,7,2
2044452,1,452001.0,2655,2,4289,0.0,300776411,7.0,23,27.0,25,6
2044486,2,999999.0,2906,2,51475,0.0,108001189,32.0,23,30.0,20,5
2044501,2,141012.0,3692,5,99911,0.0,1000527793,40.0,23,45.0,9,3
2044507,2,400069.0,2655,10,62441,0.0,300374464,80.47,23,42.0,4,1
2044513,2,999999.0,2655,12,20978,1054485.0,300719523,69.0,23,49.0,53,12
2044515,1,452001.0,2906,13,31574,0.0,1000153213,43.0,23,33.0,52,12
2044551,1,452001.0,2906,4,50748,0.0,1000446500,10.0,23,31.0,52,12
2044582,1,395007.0,2906,9,34791,0.0,108100264,70.0,23,41.0,44,11
2044598,2,380061.0,2906,4,49268,1226454.0,1000249147,64.6,23,45.0,51,12
2044606,1,999999.0,4986,1,74315,0.0,300654005,138.0,23,28.0,31,7
2044622,2,452001.0,2655,9,82081,0.0,108100297,13.28,23,30.0,20,5
2044637,1,452001.0,2655,2,22825,1298120.0,1000204783,199.2,23,28.0,23,6
2044659,2,452001.0,2655,13,51505,0.0,108037568,201.6,23,41.0,49,12
2044667,1,452001.0,2655,2,7375,869415.0,300528552,0.0,23,29.0,37,9
2044696,2,452001.0,2655,2,18948,0.0,108100296,58.0,23,38.0,31,8
2044702,0,452001.0,2906,7,1326,0.0,108000590,66.56,23,51.0,17,5
2044751,2,453331.0,2906,13,39465,0.0,1000501632004,199.0,23,36.0,5,2
2044751,2,453331.0,2906,13,39467,0.0,1000218790,135.0,23,36.0,5,2
2044774,2,243001.0,2655,11,77651,0.0,1000446348,100.0,23,40.0,4,1
2044774,2,243001.0,2655,11,77651,0.0,108022599,40.0,23,40.0,4,1
2044781,1,560029.0,2615,9,80036,0.0,1000569964,80.0,23,39.0,1,1
2044791,2,999999.0,2655,4,41379,5050.0,108008484,40.06,23,41.0,10,3
2044796,1,141001.0,3692,7,22051,0.0,108100165,27.06,23,29.0,11,3
2044796,1,141001.0,3692,9,55741,0.0,108100382,24.96,23,29.0,13,3
2044801,1,141001.0,3692,3,96615,0.0,300626102,76.0,23,36.0,26,6
2044811,2,400092.0,2906,2,972,0.0,108019965,42.0,23,50.0,18,5
2044811,2,400092.0,2655,12,23974,0.0,108035036,108.0,23,50.0,3,1
2044838,1,999999.0,2655,2,10891,0.0,300785150,12.0,23,39.0,38,9
2044844,1,700096.0,2655,5,53277,0.0,108013540,80.0,23,27.0,35,9
2044853,1,560066.0,2655,7,4694,0.0,300027181,99.0,23,32.0,36,9
2044860,2,121001.0,2655,3,46956,1272345.0,1000590066006,174.5,23,38.0,13,4
2044910,2,999999.0,2906,19,65282,0.0,1000093644,99.0,23,27.0,10,3
2044943,1,999999.0,2906,18,503,0.0,300781803,60.0,23,27.0,17,4
2044947,2,462010.0,2655,7,75772,0.0,500096181,40.0,23,31.0,50,12
2044947,2,462010.0,2655,1,70299,0.0,300776410,5.0,23,31.0,11,3
2044947,2,462010.0,2655,14,36439,0.0,300542864,130.0,23,31.0,40,10
2044951,1,452010.0,2655,6,51406,0.0,208001931,59.4,23,33.0,16,4
2044951,1,452010.0,2655,6,7229,0.0,530006444,70.0,23,33.0,6,2
2044951,1,452010.0,2655,9,52900,0.0,108100299,12.35,23,33.0,35,8
2044965,1,160062.0,2655,8,93551,0.0,500096181,190.0,23,30.0,23,6
2044995,2,140603.0,2906,8,33941,1222642.0,1000155826,89.0,23,42.0,1,1
2045005,1,134112.0,2615,2,7126,0.0,300954061,198.0,23,44.0,43,10
2045041,1,462042.0,2655,5,92123,0.0,300765427,12.35,23,50.0,26,6
2045155,1,141001.0,3692,5,38242,0.0,1000538935,0.0,23,37.0,20,5
2045181,2,122001.0,3692,1,85792,0.0,108100328,21.73,23,32.0,19,5
2045217,2,211002.0,2906,19,35085,0.0,108100362,34.77,23,29.0,44,11
2045238,2,999999.0,2655,10,31181,1104729.0,1000081192,180.0,23,54.0,11,3
2045240,2,453331.0,2906,10,42757,0.0,301007972,354.0,23,38.0,2,1
2045244,2,492006.0,2655,4,11068,0.0,108100221,35.55,23,41.0,49,12
2045263,2,999999.0,2655,13,49660,1213777.0,1000368423,19.0,23,35.0,47,11
2045267,2,823117.0,2906,11,11233,0.0,1000172148,70.0,23,29.0,25,6
2045292,1,211006.0,3692,5,65290,0.0,1000217095,149.0,23,28.0,40,10
2045292,1,211006.0,3692,5,65290,0.0,300943307,25.0,23,28.0,40,10
2045356,2,110059.0,2655,4,23718,0.0,108100290,32.75,23,34.0,53,1
2045376,1,141004.0,3692,5,96342,1253532.0,1000514162002,249.5,23,27.0,7,2
2045392,2,141005.0,3692,4,19264,0.0,1000209015,120.0,23,34.0,8,2
2045419,2,201010.0,4986,16,46520,935281.0,108000569,144.0,23,45.0,29,7
2045421,2,110094.0,2655,2,58155,0.0,300234144,57.0,23,33.0,48,12
2045480,2,482002.0,2655,1,28370,0.0,300689185,179.0,23,42.0,48,11
2045549,1,560010.0,4986,25,68133,0.0,108037578,99.17,23,35.0,15,4
2045618,2,452014.0,2906,6,61973,0.0,108001299,260.0,23,26.0,18,5
2045629,2,500081.0,2615,10,16073,1068255.0,108004423,123.74,23,28.0,2,1
2045631,2,360015.0,2655,13,25789,0.0,1000446457,15.0,23,26.0,8,2
2045644,2,700075.0,3692,5,24815,0.0,1000199225,35.0,23,33.0,25,6
